date,open,close,predictOpen,predictClose,operation
09/05/2025 10:00,31.100000381469727,30.90999984741211,15.844083786010742,27.612245559692383,SELL
08/05/2025 10:00,30.59000015258789,30.709999084472656,20.05157470703125,12.500153541564941,SELL
07/05/2025 10:00,30.299999237060547,30.290000915527344,26.260967254638672,24.320627212524414,BUY
06/05/2025 10:00,30.110000610351562,30.149999618530273,37.44904327392578,37.28972625732422,SELL
05/05/2025 10:00,30.56999969482422,29.65999984741211,46.77007293701172,54.9854850769043,SELL
02/05/2025 10:00,30.200000762939453,30.809999465942383,22.62525749206543,21.352434158325195,BUY
30/04/2025 10:00,30.40999984741211,29.989999771118164,46.60220718383789,45.114288330078125,SELL
29/04/2025 10:00,30.299999237060547,30.559999465942383,21.125852584838867,20.90937042236328,SELL
28/04/2025 10:00,30.559999465942383,30.399999618530273,23.43768310546875,17.906030654907227,SELL
25/04/2025 10:00,30.34000015258789,30.520000457763672,89.9038314819336,30.36752700805664,SELL
24/04/2025 10:00,30.809999465942383,30.43000030517578,47.90635681152344,49.820133209228516,SELL
23/04/2025 10:00,31.350000381469727,30.56999969482422,70.58767700195312,61.501590728759766,BUY
22/04/2025 10:00,30.799999237060547,30.920000076293945,187.507568359375,-219.05653381347656,BUY
17/04/2025 10:00,30.670000076293945,30.850000381469727,46.71278381347656,50.21966552734375,SELL
16/04/2025 10:00,31.290000915527344,31,-29743.88671875,-7416.71923828125,BUY
15/04/2025 10:00,31.729999542236328,31,-91855.1171875,-295467.15625,SELL
14/04/2025 10:00,32.599998474121094,31.729999542236328,-11908.7451171875,-29012.4296875,SELL
11/04/2025 10:00,31.5,31.850000381469727,-67.98326110839844,-233.5154571533203,SELL
10/04/2025 10:00,33,31.229999542236328,-33050.70703125,-19638.267578125,BUY
09/04/2025 10:00,31.309999465942383,33.29999923706055,-87.47509765625,275.126708984375,BUY
08/04/2025 10:00,33.70000076293945,32,57.14515686035156,63.54587173461914,SELL
07/04/2025 10:00,33.91999816894531,33.18000030517578,165.18655395507812,113.49707794189453,BUY
04/04/2025 10:00,34.7400016784668,34.54999923706055,78.83048248291016,55.63714599609375,SELL
03/04/2025 10:00,36.150001525878906,36,89.28917694091797,141.25401306152344,SELL
02/04/2025 10:00,37.27000045776367,37.20000076293945,22.971139907836914,21.02131462097168,BUY
